"","months_as_customer","age","policy_number","policy_bind_date","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_relationship","incident_date","incident_type","collision_type","incident_severity","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","total_claim_amount","auto_make","auto_model","auto_year","fraud_reported"
"640",290,48,824728,2013-04-24,469742,"MALE","Associate","adm-clerical","not-in-family",2015-02-13,"Multi-vehicle Collision","Side Collision","Minor Damage","VA","Northbrook",20,"2",181,"Nissan","Ultima",2014,0
"641",182,38,606037,2009-04-10,435534,"FEMALE","Masters","armed-forces","husband",2015-01-08,"Single Vehicle Collision","Side Collision","Total Loss","NY","Riverwood",18,"1",719,"Dodge","RAM",2005,0
"642",362,55,636843,2008-12-01,442239,"FEMALE","JD","other-service","unmarried",2015-02-17,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Hillsdale",0,"3",167,"Suburu","Legacy",1998,0
"643",143,32,111874,2000-07-05,468986,"FEMALE","High School","exec-managerial","husband",2015-01-15,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Springfield",1,"1",434,"Saab","92x",1995,0
"644",183,38,439844,2014-06-11,606988,"FEMALE","Masters","prof-specialty","not-in-family",2015-01-24,"Single Vehicle Collision","Side Collision","Major Damage","NC","Hillsdale",17,"1",287,"Audi","A3",2001,1
"645",254,40,463513,1995-04-23,453719,"MALE","College","armed-forces","wife",2015-02-28,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Riverwood",23,"1",307,"Volkswagen","Jetta",2009,0
"646",249,43,577858,1990-09-16,475524,"FEMALE","MD","adm-clerical","not-in-family",2015-02-16,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Arlington",4,"3",359,"Honda","CRV",2014,0
"647",169,36,607351,1998-12-11,617804,"MALE","High School","exec-managerial","unmarried",2015-02-09,"Multi-vehicle Collision","Front Collision","Total Loss","NY","Springfield",0,"3",627,"Dodge","Neon",2004,0
"648",235,40,682754,1995-10-09,613399,"MALE","College","craft-repair","husband",2015-01-24,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Riverwood",11,"1",519,"Suburu","Forrestor",2003,0
"649",112,32,757352,1999-12-21,453400,"MALE","Associate","other-service","other-relative",2015-02-11,"Parked Car","No collision","Trivial Damage","NY","Arlington",4,"1",44,"Honda","CRV",2012,0
"650",16,32,307469,2002-07-28,615767,"MALE","MD","tech-support","not-in-family",2015-01-27,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Columbus",0,"3",391,"Dodge","RAM",1995,1
"651",128,31,526296,1993-08-03,615311,"FEMALE","High School","transport-moving","other-relative",2015-01-19,"Multi-vehicle Collision","Side Collision","Major Damage","NY","Springfield",2,"3",542,"Ford","Escape",2013,1
"652",103,27,658816,2007-12-16,468470,"FEMALE","College","handlers-cleaners","husband",2015-02-20,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Springfield",11,"3",629,"Jeep","Wrangler",2008,0
"653",356,54,913337,2008-02-10,461383,"MALE","College","prof-specialty","wife",2015-01-10,"Multi-vehicle Collision","Front Collision","Major Damage","SC","Northbend",23,"3",525,"Audi","A5",2007,1
"654",109,29,488464,2006-10-01,457727,"FEMALE","High School","adm-clerical","husband",2015-02-21,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Riverwood",17,"3",729,"Jeep","Wrangler",1995,0
"655",2,20,480094,2003-03-09,613327,"FEMALE","High School","craft-repair","other-relative",2015-02-01,"Single Vehicle Collision","Side Collision","Minor Damage","WV","Columbus",22,"1",242,"Audi","A5",2000,0
"656",198,34,263108,2003-05-29,614941,"MALE","Associate","handlers-cleaners","other-relative",2015-02-25,"Single Vehicle Collision","Side Collision","Major Damage","WV","Hillsdale",18,"1",740,"Ford","F150",2001,0
"657",107,32,298412,2002-05-06,440680,"MALE","Associate","machine-op-inspct","other-relative",2015-02-24,"Vehicle Theft","No collision","Trivial Damage","SC","Arlington",8,"1",25,"Ford","F150",2010,0
"658",252,39,261905,2004-02-28,609949,"MALE","High School","transport-moving","other-relative",2015-02-21,"Multi-vehicle Collision","Front Collision","Minor Damage","NC","Riverwood",15,"3",391,"Jeep","Grand Cherokee",2010,1
"659",303,43,674485,1999-01-14,479655,"FEMALE","Associate","machine-op-inspct","other-relative",2015-01-08,"Single Vehicle Collision","Rear Collision","Minor Damage","NC","Springfield",20,"1",405,"Nissan","Maxima",2013,0
"660",101,32,223404,2002-01-23,439964,"MALE","JD","sales","other-relative",2015-01-10,"Single Vehicle Collision","Front Collision","Minor Damage","SC","Columbus",4,"1",198,"Suburu","Legacy",2010,0
"661",446,57,991480,1992-12-09,478486,"MALE","College","adm-clerical","unmarried",2015-02-14,"Multi-vehicle Collision","Front Collision","Total Loss","SC","Northbrook",10,"3",441,"Jeep","Wrangler",2012,0
"662",330,48,804219,1998-06-24,466498,"MALE","College","farming-fishing","husband",2015-02-26,"Single Vehicle Collision","Side Collision","Major Damage","VA","Springfield",10,"1",393,"Dodge","Neon",2006,0
"663",211,37,483088,2011-01-06,430878,"FEMALE","PhD","armed-forces","not-in-family",2015-01-30,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Northbend",22,"3",307,"Honda","CRV",2009,0
"664",172,33,100804,2012-02-24,600127,"FEMALE","High School","adm-clerical","wife",2015-01-07,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Northbend",15,"3",183,"Saab","95",1999,0
"665",316,46,941807,2011-06-25,431968,"FEMALE","Masters","prof-specialty","wife",2015-02-27,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Arlington",13,"1",447,"Accura","TL",2000,0
"666",435,60,593466,2006-11-21,462804,"MALE","Associate","priv-house-serv","other-relative",2015-02-13,"Single Vehicle Collision","Front Collision","Total Loss","WV","Arlington",23,"1",443,"Mercedes","E400",2007,1
"667",344,51,437442,2008-06-27,435809,"FEMALE","Masters","sales","not-in-family",2015-02-02,"Multi-vehicle Collision","Side Collision","Major Damage","NY","Northbend",18,"3",600,"BMW","X6",2006,1
"668",204,40,942106,1993-08-30,453193,"MALE","JD","machine-op-inspct","husband",2015-02-27,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Arlington",7,"1",221,"Audi","A5",1997,0
"669",278,47,794951,2008-04-21,459630,"MALE","Masters","machine-op-inspct","not-in-family",2015-02-02,"Single Vehicle Collision","Rear Collision","Major Damage","VA","Hillsdale",21,"1",379,"Toyota","Camry",2010,0
"670",434,57,182450,2000-06-23,608982,"MALE","JD","transport-moving","husband",2015-01-17,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Columbus",15,"3",493,"Nissan","Maxima",2003,0
"671",209,36,730973,2010-01-11,452218,"FEMALE","MD","craft-repair","wife",2015-01-12,"Multi-vehicle Collision","Rear Collision","Total Loss","PA","Hillsdale",17,"3",485,"Jeep","Wrangler",2014,0
"672",250,43,687755,1990-03-28,434150,"MALE","Masters","sales","other-relative",2015-01-20,"Single Vehicle Collision","Front Collision","Minor Damage","SC","Hillsdale",2,"1",465,"Ford","F150",2002,0
"673",61,25,757644,1998-01-29,460579,"FEMALE","Masters","other-service","not-in-family",2015-02-05,"Multi-vehicle Collision","Rear Collision","Minor Damage","WV","Northbend",1,"3",134,"Dodge","RAM",2000,0
"674",80,28,998865,2014-12-05,442142,"FEMALE","College","farming-fishing","wife",2015-01-20,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Northbend",3,"1",138,"Dodge","Neon",2011,0
"675",25,38,944953,1995-12-07,608807,"MALE","College","adm-clerical","wife",2015-02-24,"Vehicle Theft","No collision","Trivial Damage","VA","Northbend",0,"1",31,"Toyota","Corolla",1995,0
"676",4,29,386429,2002-05-27,433153,"MALE","High School","tech-support","other-relative",2015-02-21,"Vehicle Theft","No collision","Trivial Damage","SC","Hillsdale",4,"1",28,"Jeep","Wrangler",2008,0
"677",32,29,108270,2002-08-09,436560,"MALE","MD","adm-clerical","own-child",2015-02-11,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Arlington",11,"3",373,"Saab","93",2006,0
"678",125,31,205134,2012-12-02,436784,"MALE","JD","other-service","husband",2015-01-24,"Parked Car","No collision","Trivial Damage","NY","Arlington",4,"1",31,"Saab","93",2003,0
"679",276,45,749325,2000-03-22,430621,"FEMALE","High School","machine-op-inspct","wife",2015-01-06,"Multi-vehicle Collision","Front Collision","Minor Damage","SC","Columbus",11,"3",532,"Ford","Escape",2010,0
"680",148,30,774303,2002-04-13,601574,"FEMALE","Masters","farming-fishing","own-child",2015-01-15,"Multi-vehicle Collision","Side Collision","Minor Damage","NC","Riverwood",4,"3",135,"Dodge","Neon",1997,0
"681",222,38,698470,2008-06-17,433853,"MALE","MD","machine-op-inspct","not-in-family",2015-02-22,"Single Vehicle Collision","Front Collision","Total Loss","NY","Hillsdale",20,"1",409,"Accura","TL",2001,0
"682",32,38,719989,1994-04-07,453164,"MALE","Associate","armed-forces","unmarried",2015-01-21,"Parked Car","No collision","Trivial Damage","NC","Springfield",22,"1",7,"Honda","CRV",2015,0
"683",78,27,309323,1992-02-29,613931,"MALE","JD","other-service","other-relative",2015-02-03,"Parked Car","No collision","Trivial Damage","SC","Northbend",4,"1",72,"Volkswagen","Passat",2009,0
"684",238,43,444035,1996-05-11,607458,"MALE","High School","handlers-cleaners","wife",2015-02-16,"Multi-vehicle Collision","Rear Collision","Total Loss","NC","Hillsdale",21,"4",191,"Saab","92x",1995,1
"685",313,47,431478,2013-04-03,463835,"MALE","College","prof-specialty","wife",2015-02-07,"Single Vehicle Collision","Front Collision","Major Damage","SC","Hillsdale",20,"1",172,"Accura","MDX",1996,1
"686",334,50,797634,2009-11-12,613945,"MALE","Masters","priv-house-serv","wife",2015-01-14,"Single Vehicle Collision","Rear Collision","Major Damage","NY","Columbus",7,"1",257,"Chevrolet","Silverado",2008,0
"687",190,35,284836,2008-11-05,432699,"FEMALE","High School","tech-support","husband",2015-02-02,"Parked Car","No collision","Trivial Damage","NY","Riverwood",4,"1",22,"Saab","92x",1998,0
"688",194,41,238196,1993-02-15,613119,"MALE","JD","transport-moving","not-in-family",2015-02-06,"Multi-vehicle Collision","Rear Collision","Minor Damage","WV","Springfield",17,"3",743,"Saab","95",1999,0
"689",290,47,885789,2008-07-21,472922,"MALE","High School","exec-managerial","other-relative",2015-01-15,"Multi-vehicle Collision","Side Collision","Minor Damage","WV","Northbend",20,"3",348,"Audi","A5",2002,0
"690",26,42,287436,2010-09-11,613849,"MALE","PhD","armed-forces","not-in-family",2015-02-24,"Single Vehicle Collision","Side Collision","Major Damage","SC","Riverwood",10,"1",446,"Saab","92x",1996,0
"691",254,41,496067,1995-12-22,603827,"FEMALE","PhD","handlers-cleaners","own-child",2015-01-07,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Riverwood",8,"1",453,"BMW","X6",1999,0
"692",199,38,206004,1991-09-26,467780,"FEMALE","High School","tech-support","other-relative",2015-02-04,"Single Vehicle Collision","Front Collision","Major Damage","WV","Columbus",6,"1",207,"BMW","X6",2007,1
"693",137,35,153027,2010-03-11,460586,"MALE","JD","prof-specialty","husband",2015-02-04,"Parked Car","No collision","Minor Damage","WV","Northbrook",4,"1",84,"Jeep","Grand Cherokee",2005,0
"694",134,36,469426,1990-07-15,613842,"MALE","PhD","machine-op-inspct","husband",2015-01-25,"Multi-vehicle Collision","Side Collision","Minor Damage","WV","Northbrook",17,"3",625,"Ford","Escape",1996,0
"695",73,30,654974,2009-05-10,435371,"FEMALE","High School","protective-serv","husband",2015-02-25,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Springfield",15,"3",357,"Audi","A3",2013,0
"696",289,45,943425,1999-10-28,466289,"FEMALE","Masters","farming-fishing","wife",2015-02-27,"Vehicle Theft","No collision","Trivial Damage","WV","Riverwood",9,"1",8,"Honda","Accord",2006,0
"697",176,36,641845,1995-03-30,436173,"MALE","College","transport-moving","unmarried",2015-02-11,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Hillsdale",17,"1",228,"Volkswagen","Jetta",2006,0
"698",145,37,794534,1991-12-14,457234,"FEMALE","Associate","tech-support","unmarried",2015-01-04,"Single Vehicle Collision","Rear Collision","Major Damage","VA","Arlington",13,"1",332,"Nissan","Maxima",2002,0
"699",164,31,357808,2011-01-31,474758,"FEMALE","Associate","other-service","husband",2015-01-26,"Vehicle Theft","No collision","Trivial Damage","SC","Springfield",5,"1",31,"Mercedes","E400",2002,0
"700",186,38,536052,2006-04-21,477373,"FEMALE","Masters","transport-moving","husband",2015-03-01,"Multi-vehicle Collision","Front Collision","Total Loss","VA","Arlington",23,"3",526,"Saab","95",1998,1
"701",85,31,873384,2004-03-10,613471,"FEMALE","MD","tech-support","husband",2015-02-06,"Multi-vehicle Collision","Front Collision","Major Damage","WV","Arlington",1,"2",594,"BMW","M5",2003,1
"702",162,33,790225,1991-01-05,601581,"FEMALE","Associate","exec-managerial","other-relative",2015-02-09,"Multi-vehicle Collision","Rear Collision","Major Damage","NY","Hillsdale",17,"4",147,"Mercedes","E400",1996,1
"703",396,57,587498,1996-10-15,612102,"MALE","High School","tech-support","wife",2015-02-05,"Parked Car","No collision","Minor Damage","NY","Springfield",3,"1",7,"Volkswagen","Passat",2000,0
"704",270,41,639027,1994-06-21,460263,"MALE","High School","sales","unmarried",2015-01-03,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Columbus",17,"3",403,"Mercedes","ML350",2014,1
"705",168,39,217899,1994-06-13,479134,"FEMALE","Masters","machine-op-inspct","own-child",2015-02-24,"Multi-vehicle Collision","Rear Collision","Major Damage","NY","Northbend",23,"3",182,"Chevrolet","Malibu",2015,1
"706",274,45,589094,2003-05-27,451467,"FEMALE","JD","tech-support","unmarried",2015-01-14,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Columbus",13,"1",379,"Accura","MDX",1995,1
"707",263,43,458829,1996-07-06,602670,"FEMALE","Masters","handlers-cleaners","not-in-family",2015-01-08,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Riverwood",17,"1",650,"Nissan","Ultima",1997,0
"708",152,33,626208,2005-05-08,613607,"FEMALE","High School","farming-fishing","husband",2015-02-14,"Single Vehicle Collision","Rear Collision","Minor Damage","NY","Arlington",2,"1",680,"Ford","Escape",2002,1
"709",46,41,315041,2010-11-02,611556,"FEMALE","MD","priv-house-serv","husband",2015-01-23,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Hillsdale",23,"3",642,"Dodge","RAM",2004,1
"710",276,46,283267,2012-07-29,435518,"MALE","College","handlers-cleaners","husband",2015-01-05,"Single Vehicle Collision","Front Collision","Minor Damage","SC","Columbus",17,"1",274,"Volkswagen","Jetta",2007,1
"711",234,44,442494,2002-06-06,465942,"MALE","Associate","other-service","other-relative",2015-02-19,"Single Vehicle Collision","Side Collision","Major Damage","NC","Springfield",3,"1",544,"Ford","F150",2012,1
"712",64,30,159243,1991-09-19,446174,"MALE","JD","protective-serv","own-child",2015-02-07,"Parked Car","No collision","Minor Damage","SC","Riverwood",16,"1",41,"Jeep","Wrangler",2015,0
"713",456,62,669800,2009-06-24,611651,"FEMALE","MD","protective-serv","own-child",2015-02-07,"Multi-vehicle Collision","Side Collision","Major Damage","PA","Hillsdale",13,"3",494,"Saab","92x",2012,1
"714",58,23,520179,1992-05-29,446657,"MALE","High School","transport-moving","own-child",2015-01-20,"Single Vehicle Collision","Rear Collision","Major Damage","NC","Riverwood",8,"1",260,"Chevrolet","Tahoe",2007,1
"715",475,61,607974,2004-08-12,612506,"FEMALE","Masters","handlers-cleaners","wife",2015-02-18,"Single Vehicle Collision","Front Collision","Major Damage","SC","Columbus",23,"1",470,"Mercedes","E400",1998,0
"716",96,29,465065,2006-12-24,618493,"MALE","College","prof-specialty","other-relative",2015-01-11,"Multi-vehicle Collision","Rear Collision","Major Damage","NC","Springfield",15,"3",337,"Chevrolet","Silverado",2004,1
"717",99,28,369941,2007-07-24,612664,"MALE","MD","prof-specialty","wife",2015-01-22,"Single Vehicle Collision","Front Collision","Total Loss","NY","Columbus",3,"1",255,"Dodge","Neon",1998,0
"718",38,28,447226,1994-08-17,473653,"MALE","Masters","priv-house-serv","other-relative",2015-02-23,"Multi-vehicle Collision","Side Collision","Minor Damage","WV","Northbrook",4,"3",598,"Accura","TL",2000,0
"719",259,44,831668,1996-04-10,454529,"FEMALE","Masters","exec-managerial","husband",2015-01-15,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Northbend",8,"1",758,"Audi","A3",2002,0
"720",241,43,922937,1992-12-11,437422,"MALE","Associate","prof-specialty","own-child",2015-02-20,"Vehicle Theft","No collision","Trivial Damage","PA","Northbend",21,"1",92,"Volkswagen","Jetta",2003,0
"721",437,58,640474,2010-08-01,619470,"MALE","Associate","craft-repair","own-child",2015-01-19,"Single Vehicle Collision","Front Collision","Total Loss","SC","Northbrook",23,"1",344,"Dodge","RAM",2004,0
"722",130,34,153298,2009-03-23,442666,"MALE","Masters","sales","other-relative",2015-01-10,"Parked Car","No collision","Trivial Damage","NY","Riverwood",8,"1",65,"Dodge","RAM",2015,0
"723",269,41,334749,1996-07-29,620507,"FEMALE","Associate","handlers-cleaners","unmarried",2015-01-16,"Single Vehicle Collision","Side Collision","Major Damage","WV","Riverwood",21,"1",699,"Suburu","Forrestor",2005,1
"724",103,29,221283,1994-08-23,614867,"MALE","Associate","prof-specialty","other-relative",2015-02-12,"Parked Car","No collision","Minor Damage","OH","Columbus",5,"1",91,"Accura","MDX",2005,0
"725",284,43,961496,1992-01-05,609898,"MALE","PhD","prof-specialty","other-relative",2015-01-23,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Columbus",12,"3",156,"Chevrolet","Tahoe",2007,0
"726",189,39,804751,1997-09-11,450702,"FEMALE","College","tech-support","own-child",2015-02-13,"Multi-vehicle Collision","Rear Collision","Minor Damage","VA","Northbrook",7,"3",471,"Dodge","Neon",1997,0
